foglio,particella,national_ref,rights,genova_particella,displayed_in_current_focus_foglio_13
14,281,H833_001400.281,Comproprietà / Proprietà 1/1 (diritti diversi su fogli catastali diversi),281,False
14,343,H833_001400.343,Proprietà 1/1,343,False
14,438,H833_001400.438,Proprietà 1/1,438,False
14,457,H833_001400.457,Proprietà 1/1,457,False
14,458,H833_001400.458,Nuda Proprietà e Usufrutto 1/1,458,False
14,460,H833_001400.460,Proprietà 1/1,460,False
14,500,H833_001400.500,Proprietà 1/2,500,False
14,501,H833_001400.501,Proprietà 1/2,501,False
14,502,H833_001400.502,Proprietà 1/2,502,False
14,594,H833_001400.594,Proprietà 1/1,594,False
14,598,H833_001400.598,Famiglia Genova — diritto specifico da verificare,598,False
14,600,H833_001400.600,Proprietà 1/1,600,False
14,639,H833_001400.639,Proprietà 1/1,639,False
14,647,H833_001400.647,Proprietà 1/1,647,False
14,685,H833_001400.685,Proprietà 1/1,685,False
14,739,H833_001400.739,Proprietà 1/1,739,False
14,742,H833_001400.742,Proprietà 1/1,742,False
14,743,H833_001400.743,Proprietà 1/1,743,False
14,768,H833_001400.768,Proprietà 1/1,768,False
14,769,H833_001400.769,Proprietà 1/1,769,False
14,786,H833_001400.786,Nuda Proprietà e Usufrutto 1/1,786,False
14B,314,H833_0014B0.314,Proprietà 1/1,314,False
14B,427,H833_0014B0.427,Proprietà 1/1,427,False
14B,575,H833_0014B0.575,Proprietà 1/1,575,False
14B,576,H833_0014B0.576,Proprietà 1/1,576,False
14B,649,H833_0014B0.649,Proprietà 1/1,649,False
14B,700,H833_0014B0.700,Proprietà 1/1,700,False
14B,736,H833_0014B0.736,Proprietà 1/1,736,False
14B,756,H833_0014B0.756,Ciascuno per i propri diritti (Quota indefinita con terzi),756,False
14B,778,H833_0014B0.778,Proprietà 1/1,778,False
14B,779,H833_0014B0.779,Proprietà 1/1,779,False
15,4,H833_001500.4,Livellario,4,False
15,12,H833_001500.12,Proprietà 1/3 e Proprietà 2/3 (Totale 100%),12,False
15,13,H833_001500.13,Proprietà 1/1,13,False
15,24,H833_001500.24,Proprietà 1/1,24,False
15,25,H833_001500.25,Proprietà 1/1,25,False
15,28,H833_001500.28,Nuda Proprietà e Usufrutto 1/1,28,False
15,31,H833_001500.31,Comproprietà,31,False
15,37,H833_001500.37,Proprietà 1/1,37,False
15,44,H833_001500.44,Proprietà 1/1,44,False
15,45,H833_001500.45,Nuda Proprietà e Usufrutto 1/1,45,False
15,62,H833_001500.62,Nuda Proprietà e Usufrutto 1/1,62,False
15,78,H833_001500.78,Proprietà 1/1 (Fabbricato),78,False
15,103,H833_001500.103,Proprietà 1/1,103,False
15,107,H833_001500.107,Proprietà 1/1,107,False
15,111,H833_001500.111,Proprietà 1/1,111,False
15,115,H833_001500.115,Proprietà 1/1,115,False
15,130,H833_001500.130,Proprietà 1/1,130,False
15,131,H833_001500.131,Proprietà 1/1,131,False
15,134,H833_001500.134,Proprietà 1/1,134,False
15,135,H833_001500.135,Proprietà 1/1,135,False
15,136,H833_001500.136,Proprietà 1/1,136,False
15,138,H833_001500.138,Proprietà 1/1,138,False
15,139,H833_001500.139,Proprietà 1/1,139,False
15,145,H833_001500.145,Nuda Proprietà e Usufrutto 1/1,145,False
15,147,H833_001500.147,Proprietà 1/1,147,False
15,148,H833_001500.148,Proprietà 1/1,148,False
15,149,H833_001500.149,Nuda Proprietà e Usufrutto 1/1,149,False
15,150,H833_001500.150,Proprietà 1/1,150,False
15,151,H833_001500.151,Comproprietà / Proprietà 1/1 (diritti diversi su fogli catastali diversi),151,False
15,152,H833_001500.152,Nuda Proprietà e Usufrutto 1/1 / Proprietà 1/1 (diritti diversi su fogli catastali diversi),152,False
15,154,H833_001500.154,Proprietà 1/3 e Proprietà 2/3 (Totale 100%) / Proprietà 1/1 (diritti diversi su fogli catastali diversi),154,False
15,155,H833_001500.155,Nuda Proprietà e Usufrutto 1/1 / Proprietà 1/1 (diritti diversi su fogli catastali diversi),155,False
15,156,H833_001500.156,Proprietà 1/3 e Proprietà 2/3 (Totale 100%) / Proprietà 1/1 (diritti diversi su fogli catastali diversi),156,False
15,157,H833_001500.157,Proprietà 1/1,157,False
15,159,H833_001500.159,Proprietà 1/1,159,False
15,161,H833_001500.161,Proprietà 1/1,161,False
15,162,H833_001500.162,Proprietà 1/1,162,False
15,164,H833_001500.164,Proprietà 1/1,164,False
15,192,H833_001500.192,Proprietà 1/1,192,False
15,201,H833_001500.201,Comproprietà,201,False
15,203,H833_001500.203,Comproprietà,203,False
15,204,H833_001500.204,Comproprietà,204,False
15,212,H833_001500.212,Proprietà 1/3 e Proprietà 2/3 (Totale 100%),212,False
15,232,H833_001500.232,Comproprietà,232,False
15,314,H833_001500.314,Proprietà 1/1,314,False
16,3,H833_001600.3,Comproprietà,3,False
16,4,H833_001600.4,Livellario,4,False
16,11,H833_001600.11,Proprietà 1/1,11,False
16,12,H833_001600.12,Proprietà 1/3 e Proprietà 2/3 (Totale 100%),12,False
16,13,H833_001600.13,Proprietà 1/1,13,False
16,18,H833_001600.18,Proprietà 1/1,18,False
16,24,H833_001600.24,Proprietà 1/1,24,False
16,25,H833_001600.25,Proprietà 1/1,25,False
16,28,H833_001600.28,Nuda Proprietà e Usufrutto 1/1,28,False
16,31,H833_001600.31,Comproprietà,31,False
16,37,H833_001600.37,Proprietà 1/1,37,False
16,44,H833_001600.44,Proprietà 1/1,44,False
16,45,H833_001600.45,Nuda Proprietà e Usufrutto 1/1,45,False
16,48,H833_001600.48,Proprietà 1/1,48,False
16,62,H833_001600.62,Nuda Proprietà e Usufrutto 1/1,62,False
16,74,H833_001600.74,Livellario e Usufrutto generale di livello,74,False
16,78,H833_001600.78,Proprietà 1/1 (Fabbricato),78,False
16,88,H833_001600.88,Proprietà 1/1,88,False
16,103,H833_001600.103,Proprietà 1/1,103,False
16,107,H833_001600.107,Proprietà 1/1,107,False
16,111,H833_001600.111,Proprietà 1/1,111,False
16,130,H833_001600.130,Proprietà 1/1,130,False
16,131,H833_001600.131,Proprietà 1/1,131,False
16,134,H833_001600.134,Proprietà 1/1,134,False
16,135,H833_001600.135,Proprietà 1/1,135,False
16,136,H833_001600.136,Proprietà 1/1,136,False
16,138,H833_001600.138,Proprietà 1/1,138,False
16,139,H833_001600.139,Proprietà 1/1,139,False
16,140,H833_001600.140,Proprietà 1/1,140,False
16,141,H833_001600.141,Nuda Proprietà e Usufrutto 1/1,141,False
16,145,H833_001600.145,Nuda Proprietà e Usufrutto 1/1,145,False
16,146,H833_001600.146,Proprietà 1/1,146,False
16,147,H833_001600.147,Proprietà 1/1,147,False
16,148,H833_001600.148,Proprietà 1/1,148,False
16,149,H833_001600.149,Nuda Proprietà e Usufrutto 1/1,149,False
16,150,H833_001600.150,Proprietà 1/1,150,False
16,151,H833_001600.151,Comproprietà / Proprietà 1/1 (diritti diversi su fogli catastali diversi),151,False
16,152,H833_001600.152,Nuda Proprietà e Usufrutto 1/1 / Proprietà 1/1 (diritti diversi su fogli catastali diversi),152,False
16,153,H833_001600.153,Nuda Proprietà e Usufrutto 1/1 / Proprietà 1/1 (diritti diversi su fogli catastali diversi),153,False
16,154,H833_001600.154,Proprietà 1/3 e Proprietà 2/3 (Totale 100%) / Proprietà 1/1 (diritti diversi su fogli catastali diversi),154,False
16,155,H833_001600.155,Nuda Proprietà e Usufrutto 1/1 / Proprietà 1/1 (diritti diversi su fogli catastali diversi),155,False
16,156,H833_001600.156,Proprietà 1/3 e Proprietà 2/3 (Totale 100%) / Proprietà 1/1 (diritti diversi su fogli catastali diversi),156,False
16,157,H833_001600.157,Proprietà 1/1,157,False
16,159,H833_001600.159,Proprietà 1/1,159,False
16,161,H833_001600.161,Proprietà 1/1,161,False
16,162,H833_001600.162,Proprietà 1/1,162,False
16,164,H833_001600.164,Proprietà 1/1,164,False
16,192,H833_001600.192,Proprietà 1/1,192,False
16,195,H833_001600.195,Proprietà 1/1,195,False
16,200,H833_001600.200,Comproprietà,200,False
16,201,H833_001600.201,Comproprietà,201,False
16,202,H833_001600.202,Comproprietà,202,False
16,203,H833_001600.203,Comproprietà,203,False
16,204,H833_001600.204,Comproprietà,204,False
16,205,H833_001600.205,Comproprietà,205,False
16,207,H833_001600.207,Proprietà 1/3 e Proprietà 2/3 (Totale 100%),207,False
16,212,H833_001600.212,Proprietà 1/3 e Proprietà 2/3 (Totale 100%),212,False
16,244,H833_001600.244,Comproprietà,244,False
16,281,H833_001600.281,Comproprietà / Proprietà 1/1 (diritti diversi su fogli catastali diversi),281,False
16,314,H833_001600.314,Proprietà 1/1,314,False
16,343,H833_001600.343,Proprietà 1/1,343,False
16,374,H833_001600.374,Proprietà 1/1 (Fabbricato),374,False
16,436,H833_001600.436,Proprietà 1/1,436,False
16,457,H833_001600.457,Proprietà 1/1,457,False
16,458,H833_001600.458,Nuda Proprietà e Usufrutto 1/1,458,False
16,460,H833_001600.460,Proprietà 1/1,460,False
16,502,H833_001600.502,Proprietà 1/2,502,False
17,3,H833_001700.3,Comproprietà,3,False
17,4,H833_001700.4,Livellario,4,False
17,12,H833_001700.12,Proprietà 1/3 e Proprietà 2/3 (Totale 100%),12,False
17,13,H833_001700.13,Proprietà 1/1,13,False
17,18,H833_001700.18,Proprietà 1/1,18,False
17,24,H833_001700.24,Proprietà 1/1,24,False
17,25,H833_001700.25,Proprietà 1/1,25,False
17,28,H833_001700.28,Nuda Proprietà e Usufrutto 1/1,28,False
17,31,H833_001700.31,Comproprietà,31,False
17,37,H833_001700.37,Proprietà 1/1,37,False
17,44,H833_001700.44,Proprietà 1/1,44,False
17,45,H833_001700.45,Nuda Proprietà e Usufrutto 1/1,45,False
17,48,H833_001700.48,Proprietà 1/1,48,False
17,52,H833_001700.52,Proprietà 1/1,52,False
17,62,H833_001700.62,Nuda Proprietà e Usufrutto 1/1,62,False
17,74,H833_001700.74,Livellario e Usufrutto generale di livello,74,False
17,78,H833_001700.78,Proprietà 1/1 (Fabbricato),78,False
17,88,H833_001700.88,Proprietà 1/1,88,False
17,103,H833_001700.103,Proprietà 1/1,103,False
17,107,H833_001700.107,Proprietà 1/1,107,False
17,111,H833_001700.111,Proprietà 1/1,111,False
17,115,H833_001700.115,Proprietà 1/1,115,False
17,130,H833_001700.130,Proprietà 1/1,130,False
17,131,H833_001700.131,Proprietà 1/1,131,False
17,134,H833_001700.134,Proprietà 1/1,134,False
17,135,H833_001700.135,Proprietà 1/1,135,False
17,136,H833_001700.136,Proprietà 1/1,136,False
17,138,H833_001700.138,Proprietà 1/1,138,False
17,139,H833_001700.139,Proprietà 1/1,139,False
17,140,H833_001700.140,Proprietà 1/1,140,False
17,141,H833_001700.141,Nuda Proprietà e Usufrutto 1/1,141,False
17,145,H833_001700.145,Nuda Proprietà e Usufrutto 1/1,145,False
17,146,H833_001700.146,Proprietà 1/1,146,False
17,147,H833_001700.147,Proprietà 1/1,147,False
17,148,H833_001700.148,Proprietà 1/1,148,False
17,149,H833_001700.149,Nuda Proprietà e Usufrutto 1/1,149,False
17,150,H833_001700.150,Proprietà 1/1,150,False
17,151,H833_001700.151,Comproprietà / Proprietà 1/1 (diritti diversi su fogli catastali diversi),151,False
17,152,H833_001700.152,Nuda Proprietà e Usufrutto 1/1 / Proprietà 1/1 (diritti diversi su fogli catastali diversi),152,False
17,153,H833_001700.153,Nuda Proprietà e Usufrutto 1/1 / Proprietà 1/1 (diritti diversi su fogli catastali diversi),153,False
17,154,H833_001700.154,Proprietà 1/3 e Proprietà 2/3 (Totale 100%) / Proprietà 1/1 (diritti diversi su fogli catastali diversi),154,False
17,155,H833_001700.155,Nuda Proprietà e Usufrutto 1/1 / Proprietà 1/1 (diritti diversi su fogli catastali diversi),155,False
17,156,H833_001700.156,Proprietà 1/3 e Proprietà 2/3 (Totale 100%) / Proprietà 1/1 (diritti diversi su fogli catastali diversi),156,False
17,157,H833_001700.157,Proprietà 1/1,157,False
17,161,H833_001700.161,Proprietà 1/1,161,False
17,162,H833_001700.162,Proprietà 1/1,162,False
17,164,H833_001700.164,Proprietà 1/1,164,False
17,192,H833_001700.192,Proprietà 1/1,192,False
17,195,H833_001700.195,Proprietà 1/1,195,False
17,200,H833_001700.200,Comproprietà,200,False
17,201,H833_001700.201,Comproprietà,201,False
17,202,H833_001700.202,Comproprietà,202,False
17,203,H833_001700.203,Comproprietà,203,False
17,204,H833_001700.204,Comproprietà,204,False
17,205,H833_001700.205,Comproprietà,205,False
17,207,H833_001700.207,Proprietà 1/3 e Proprietà 2/3 (Totale 100%),207,False
17,212,H833_001700.212,Proprietà 1/3 e Proprietà 2/3 (Totale 100%),212,False
17,232,H833_001700.232,Comproprietà,232,False
17,244,H833_001700.244,Comproprietà,244,False
17,281,H833_001700.281,Comproprietà / Proprietà 1/1 (diritti diversi su fogli catastali diversi),281,False
17,314,H833_001700.314,Proprietà 1/1,314,False
17,343,H833_001700.343,Proprietà 1/1,343,False
18,4,H833_001800.4,Livellario,4,False
18,11,H833_001800.11,Proprietà 1/1,11,False
18,12,H833_001800.12,Proprietà 1/3 e Proprietà 2/3 (Totale 100%),12,False
18,13,H833_001800.13,Proprietà 1/1,13,False
18,18,H833_001800.18,Proprietà 1/1,18,False
18,24,H833_001800.24,Proprietà 1/1,24,False
18,25,H833_001800.25,Proprietà 1/1,25,False
18,28,H833_001800.28,Nuda Proprietà e Usufrutto 1/1,28,False
18,31,H833_001800.31,Comproprietà,31,False
18,37,H833_001800.37,Proprietà 1/1,37,False
18,44,H833_001800.44,Proprietà 1/1,44,False
18,45,H833_001800.45,Nuda Proprietà e Usufrutto 1/1,45,False
18,48,H833_001800.48,Proprietà 1/1,48,False
18,52,H833_001800.52,Proprietà 1/1,52,False
18,62,H833_001800.62,Nuda Proprietà e Usufrutto 1/1,62,False
18,74,H833_001800.74,Livellario e Usufrutto generale di livello,74,False
18,88,H833_001800.88,Proprietà 1/1,88,False
18,103,H833_001800.103,Proprietà 1/1,103,False
18,111,H833_001800.111,Proprietà 1/1,111,False
18,115,H833_001800.115,Proprietà 1/1,115,False
18,130,H833_001800.130,Proprietà 1/1,130,False
18,131,H833_001800.131,Proprietà 1/1,131,False
18,134,H833_001800.134,Proprietà 1/1,134,False
18,135,H833_001800.135,Proprietà 1/1,135,False
18,138,H833_001800.138,Proprietà 1/1,138,False
18,139,H833_001800.139,Proprietà 1/1,139,False
18,140,H833_001800.140,Proprietà 1/1,140,False
18,141,H833_001800.141,Nuda Proprietà e Usufrutto 1/1,141,False
18,145,H833_001800.145,Nuda Proprietà e Usufrutto 1/1,145,False
18,146,H833_001800.146,Proprietà 1/1,146,False
18,147,H833_001800.147,Proprietà 1/1,147,False
18,148,H833_001800.148,Proprietà 1/1,148,False
18,149,H833_001800.149,Nuda Proprietà e Usufrutto 1/1,149,False
18,150,H833_001800.150,Proprietà 1/1,150,False
18,151,H833_001800.151,Comproprietà / Proprietà 1/1 (diritti diversi su fogli catastali diversi),151,False
18,152,H833_001800.152,Nuda Proprietà e Usufrutto 1/1 / Proprietà 1/1 (diritti diversi su fogli catastali diversi),152,False
18,153,H833_001800.153,Nuda Proprietà e Usufrutto 1/1 / Proprietà 1/1 (diritti diversi su fogli catastali diversi),153,False
18,154,H833_001800.154,Proprietà 1/3 e Proprietà 2/3 (Totale 100%) / Proprietà 1/1 (diritti diversi su fogli catastali diversi),154,False
18,155,H833_001800.155,Nuda Proprietà e Usufrutto 1/1 / Proprietà 1/1 (diritti diversi su fogli catastali diversi),155,False
18,156,H833_001800.156,Proprietà 1/3 e Proprietà 2/3 (Totale 100%) / Proprietà 1/1 (diritti diversi su fogli catastali diversi),156,False
18,157,H833_001800.157,Proprietà 1/1,157,False
18,159,H833_001800.159,Proprietà 1/1,159,False
18,161,H833_001800.161,Proprietà 1/1,161,False
18,162,H833_001800.162,Proprietà 1/1,162,False
18,164,H833_001800.164,Proprietà 1/1,164,False
18,192,H833_001800.192,Proprietà 1/1,192,False
18,195,H833_001800.195,Proprietà 1/1,195,False
18,200,H833_001800.200,Comproprietà,200,False
18,201,H833_001800.201,Comproprietà,201,False
18,202,H833_001800.202,Comproprietà,202,False
18,203,H833_001800.203,Comproprietà,203,False
18,204,H833_001800.204,Comproprietà,204,False
18,205,H833_001800.205,Comproprietà,205,False
18,207,H833_001800.207,Proprietà 1/3 e Proprietà 2/3 (Totale 100%),207,False
18,212,H833_001800.212,Proprietà 1/3 e Proprietà 2/3 (Totale 100%),212,False
18,232,H833_001800.232,Comproprietà,232,False
18,244,H833_001800.244,Comproprietà,244,False
18,281,H833_001800.281,Comproprietà / Proprietà 1/1 (diritti diversi su fogli catastali diversi),281,False
19,3,H833_001900.3,Comproprietà,3,False
19,4,H833_001900.4,Livellario,4,False
19,11,H833_001900.11,Proprietà 1/1,11,False
19,12,H833_001900.12,Proprietà 1/3 e Proprietà 2/3 (Totale 100%),12,False
19,13,H833_001900.13,Proprietà 1/1,13,False
19,18,H833_001900.18,Proprietà 1/1,18,False
19,24,H833_001900.24,Proprietà 1/1,24,False
19,28,H833_001900.28,Nuda Proprietà e Usufrutto 1/1,28,False
19,31,H833_001900.31,Comproprietà,31,False
19,44,H833_001900.44,Proprietà 1/1,44,False
19,48,H833_001900.48,Proprietà 1/1,48,False
19,62,H833_001900.62,Nuda Proprietà e Usufrutto 1/1,62,False
19,74,H833_001900.74,Livellario e Usufrutto generale di livello,74,False
19,78,H833_001900.78,Proprietà 1/1 (Fabbricato),78,False
19,103,H833_001900.103,Proprietà 1/1,103,False
19,107,H833_001900.107,Proprietà 1/1,107,False
19,111,H833_001900.111,Proprietà 1/1,111,False
19,115,H833_001900.115,Proprietà 1/1,115,False
19,130,H833_001900.130,Proprietà 1/1,130,False
19,134,H833_001900.134,Proprietà 1/1,134,False
19,135,H833_001900.135,Proprietà 1/1,135,False
19,136,H833_001900.136,Proprietà 1/1,136,False
19,138,H833_001900.138,Proprietà 1/1,138,False
19,139,H833_001900.139,Proprietà 1/1,139,False
19,140,H833_001900.140,Proprietà 1/1,140,False
19,141,H833_001900.141,Nuda Proprietà e Usufrutto 1/1,141,False
19,145,H833_001900.145,Nuda Proprietà e Usufrutto 1/1,145,False
19,146,H833_001900.146,Proprietà 1/1,146,False
19,147,H833_001900.147,Proprietà 1/1,147,False
19,148,H833_001900.148,Proprietà 1/1,148,False
19,149,H833_001900.149,Nuda Proprietà e Usufrutto 1/1,149,False
19,152,H833_001900.152,Nuda Proprietà e Usufrutto 1/1 / Proprietà 1/1 (diritti diversi su fogli catastali diversi),152,False
19,153,H833_001900.153,Nuda Proprietà e Usufrutto 1/1 / Proprietà 1/1 (diritti diversi su fogli catastali diversi),153,False
19,154,H833_001900.154,Proprietà 1/3 e Proprietà 2/3 (Totale 100%) / Proprietà 1/1 (diritti diversi su fogli catastali diversi),154,False
19,155,H833_001900.155,Nuda Proprietà e Usufrutto 1/1 / Proprietà 1/1 (diritti diversi su fogli catastali diversi),155,False
19,156,H833_001900.156,Proprietà 1/3 e Proprietà 2/3 (Totale 100%) / Proprietà 1/1 (diritti diversi su fogli catastali diversi),156,False
19,159,H833_001900.159,Proprietà 1/1,159,False
19,161,H833_001900.161,Proprietà 1/1,161,False
19,162,H833_001900.162,Proprietà 1/1,162,False
19,164,H833_001900.164,Proprietà 1/1,164,False
19,192,H833_001900.192,Proprietà 1/1,192,False
19,195,H833_001900.195,Proprietà 1/1,195,False
19,200,H833_001900.200,Comproprietà,200,False
19,205,H833_001900.205,Comproprietà,205,False
19,244,H833_001900.244,Comproprietà,244,False
19,281,H833_001900.281,Comproprietà / Proprietà 1/1 (diritti diversi su fogli catastali diversi),281,False
2,3,H833_000200.3,Comproprietà,3,False
2,4,H833_000200.4,Livellario,4,False
2,11,H833_000200.11,Proprietà 1/1,11,False
2,12,H833_000200.12,Proprietà 1/3 e Proprietà 2/3 (Totale 100%),12,False
2,13,H833_000200.13,Proprietà 1/1,13,False
2,18,H833_000200.18,Proprietà 1/1,18,False
2,24,H833_000200.24,Proprietà 1/1,24,False
2,25,H833_000200.25,Proprietà 1/1,25,False
2,28,H833_000200.28,Nuda Proprietà e Usufrutto 1/1,28,False
2,31,H833_000200.31,Comproprietà,31,False
2,37,H833_000200.37,Proprietà 1/1,37,False
2,44,H833_000200.44,Proprietà 1/1,44,False
2,48,H833_000200.48,Proprietà 1/1,48,False
2,52,H833_000200.52,Proprietà 1/1,52,False
2,62,H833_000200.62,Nuda Proprietà e Usufrutto 1/1,62,False
2,74,H833_000200.74,Livellario e Usufrutto generale di livello,74,False
2,78,H833_000200.78,Proprietà 1/1 (Fabbricato),78,False
2,88,H833_000200.88,Proprietà 1/1,88,False
2,103,H833_000200.103,Proprietà 1/1,103,False
2,107,H833_000200.107,Proprietà 1/1,107,False
2,115,H833_000200.115,Proprietà 1/1,115,False
2,130,H833_000200.130,Proprietà 1/1,130,False
2,131,H833_000200.131,Proprietà 1/1,131,False
2,135,H833_000200.135,Proprietà 1/1,135,False
2,136,H833_000200.136,Proprietà 1/1,136,False
2,138,H833_000200.138,Proprietà 1/1,138,False
2,139,H833_000200.139,Proprietà 1/1,139,False
2,140,H833_000200.140,Proprietà 1/1,140,False
2,141,H833_000200.141,Nuda Proprietà e Usufrutto 1/1,141,False
2,145,H833_000200.145,Nuda Proprietà e Usufrutto 1/1,145,False
2,146,H833_000200.146,Proprietà 1/1,146,False
2,147,H833_000200.147,Proprietà 1/1,147,False
2,148,H833_000200.148,Proprietà 1/1,148,False
2,149,H833_000200.149,Nuda Proprietà e Usufrutto 1/1,149,False
2,150,H833_000200.150,Proprietà 1/1,150,False
2,151,H833_000200.151,Comproprietà / Proprietà 1/1 (diritti diversi su fogli catastali diversi),151,False
2,152,H833_000200.152,Nuda Proprietà e Usufrutto 1/1 / Proprietà 1/1 (diritti diversi su fogli catastali diversi),152,False
20,3,H833_002000.3,Comproprietà,3,False
20,4,H833_002000.4,Livellario,4,False
20,11,H833_002000.11,Proprietà 1/1,11,False
20,13,H833_002000.13,Proprietà 1/1,13,False
20,18,H833_002000.18,Proprietà 1/1,18,False
20,25,H833_002000.25,Proprietà 1/1,25,False
20,28,H833_002000.28,Nuda Proprietà e Usufrutto 1/1,28,False
20,44,H833_002000.44,Proprietà 1/1,44,False
20,45,H833_002000.45,Nuda Proprietà e Usufrutto 1/1,45,False
20,48,H833_002000.48,Proprietà 1/1,48,False
20,52,H833_002000.52,Proprietà 1/1,52,False
20,62,H833_002000.62,Nuda Proprietà e Usufrutto 1/1,62,False
20,74,H833_002000.74,Livellario e Usufrutto generale di livello,74,False
20,78,H833_002000.78,Proprietà 1/1 (Fabbricato),78,False
20,88,H833_002000.88,Proprietà 1/1,88,False
20,103,H833_002000.103,Proprietà 1/1,103,False
20,107,H833_002000.107,Proprietà 1/1,107,False
20,115,H833_002000.115,Proprietà 1/1,115,False
20,130,H833_002000.130,Proprietà 1/1,130,False
20,131,H833_002000.131,Proprietà 1/1,131,False
20,134,H833_002000.134,Proprietà 1/1,134,False
20,136,H833_002000.136,Proprietà 1/1,136,False
20,138,H833_002000.138,Proprietà 1/1,138,False
20,139,H833_002000.139,Proprietà 1/1,139,False
20,140,H833_002000.140,Proprietà 1/1,140,False
20,141,H833_002000.141,Nuda Proprietà e Usufrutto 1/1,141,False
20,145,H833_002000.145,Nuda Proprietà e Usufrutto 1/1,145,False
20,146,H833_002000.146,Proprietà 1/1,146,False
20,149,H833_002000.149,Nuda Proprietà e Usufrutto 1/1,149,False
20,150,H833_002000.150,Proprietà 1/1,150,False
20,152,H833_002000.152,Nuda Proprietà e Usufrutto 1/1 / Proprietà 1/1 (diritti diversi su fogli catastali diversi),152,False
20,153,H833_002000.153,Nuda Proprietà e Usufrutto 1/1 / Proprietà 1/1 (diritti diversi su fogli catastali diversi),153,False
20,155,H833_002000.155,Nuda Proprietà e Usufrutto 1/1 / Proprietà 1/1 (diritti diversi su fogli catastali diversi),155,False
20,156,H833_002000.156,Proprietà 1/3 e Proprietà 2/3 (Totale 100%) / Proprietà 1/1 (diritti diversi su fogli catastali diversi),156,False
20,157,H833_002000.157,Proprietà 1/1,157,False
20,159,H833_002000.159,Proprietà 1/1,159,False
20,161,H833_002000.161,Proprietà 1/1,161,False
20,162,H833_002000.162,Proprietà 1/1,162,False
20,164,H833_002000.164,Proprietà 1/1,164,False
20,192,H833_002000.192,Proprietà 1/1,192,False
20,202,H833_002000.202,Comproprietà,202,False
20,204,H833_002000.204,Comproprietà,204,False
20,205,H833_002000.205,Comproprietà,205,False
20,212,H833_002000.212,Proprietà 1/3 e Proprietà 2/3 (Totale 100%),212,False
20,232,H833_002000.232,Comproprietà,232,False
20,281,H833_002000.281,Comproprietà / Proprietà 1/1 (diritti diversi su fogli catastali diversi),281,False
20,314,H833_002000.314,Proprietà 1/1,314,False
20,343,H833_002000.343,Proprietà 1/1,343,False
20,374,H833_002000.374,Proprietà 1/1 (Fabbricato),374,False
21,3,H833_002100.3,Comproprietà,3,False
21,4,H833_002100.4,Livellario,4,False
21,11,H833_002100.11,Proprietà 1/1,11,False
21,12,H833_002100.12,Proprietà 1/3 e Proprietà 2/3 (Totale 100%),12,False
21,13,H833_002100.13,Proprietà 1/1,13,False
21,18,H833_002100.18,Proprietà 1/1,18,False
21,24,H833_002100.24,Proprietà 1/1,24,False
21,25,H833_002100.25,Proprietà 1/1,25,False
21,28,H833_002100.28,Nuda Proprietà e Usufrutto 1/1,28,False
21,31,H833_002100.31,Comproprietà,31,False
21,37,H833_002100.37,Proprietà 1/1,37,False
21,44,H833_002100.44,Proprietà 1/1,44,False
21,45,H833_002100.45,Nuda Proprietà e Usufrutto 1/1,45,False
21,48,H833_002100.48,Proprietà 1/1,48,False
21,52,H833_002100.52,Proprietà 1/1,52,False
21,62,H833_002100.62,Nuda Proprietà e Usufrutto 1/1,62,False
21,74,H833_002100.74,Livellario e Usufrutto generale di livello,74,False
21,78,H833_002100.78,Proprietà 1/1 (Fabbricato),78,False
21,88,H833_002100.88,Proprietà 1/1,88,False
21,103,H833_002100.103,Proprietà 1/1,103,False
21,107,H833_002100.107,Proprietà 1/1,107,False
21,111,H833_002100.111,Proprietà 1/1,111,False
21,115,H833_002100.115,Proprietà 1/1,115,False
21,130,H833_002100.130,Proprietà 1/1,130,False
21,131,H833_002100.131,Proprietà 1/1,131,False
21,134,H833_002100.134,Proprietà 1/1,134,False
21,135,H833_002100.135,Proprietà 1/1,135,False
21,136,H833_002100.136,Proprietà 1/1,136,False
21,138,H833_002100.138,Proprietà 1/1,138,False
21,139,H833_002100.139,Proprietà 1/1,139,False
21,140,H833_002100.140,Proprietà 1/1,140,False
21,141,H833_002100.141,Nuda Proprietà e Usufrutto 1/1,141,False
21,146,H833_002100.146,Proprietà 1/1,146,False
21,147,H833_002100.147,Proprietà 1/1,147,False
21,148,H833_002100.148,Proprietà 1/1,148,False
21,149,H833_002100.149,Nuda Proprietà e Usufrutto 1/1,149,False
21,151,H833_002100.151,Comproprietà / Proprietà 1/1 (diritti diversi su fogli catastali diversi),151,False
21,152,H833_002100.152,Nuda Proprietà e Usufrutto 1/1 / Proprietà 1/1 (diritti diversi su fogli catastali diversi),152,False
21,156,H833_002100.156,Proprietà 1/3 e Proprietà 2/3 (Totale 100%) / Proprietà 1/1 (diritti diversi su fogli catastali diversi),156,False
21,159,H833_002100.159,Proprietà 1/1,159,False
